send_date,email_job_id,email_sender_name,email_content_name,email_subject,email_sends,email_unique_opens,email_unique_clicks,email_unique_unsubscribes
13/03/2025,4781189,Time Promoções,CAMPANHA 2025 - Dia das Mães,Oferta exclusiva de dia das mães só para você,622767,192388,22894,512
13/05/2025,4988193,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Descubra nossa nova coleção de dia das mães,578960,146044,28432,1369
05/04/2025,4431149,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Preços imperdíveis nesta volta às aulas,670593,135956,11241,475
18/02/2025,4800607,Newsletter Especial,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,110507,33539,3984,232
02/02/2025,4453626,Marketing Digital,CAMPANHA 2025 - Natal,Preços imperdíveis nesta natal,151046,37628,8183,103
14/03/2025,4104759,Time Promoções,CAMPANHA 2025 - Inverno,Oferta exclusiva de inverno só para você,260371,64659,10923,539
05/06/2025,4015155,Equipe Marketing,CAMPANHA 2025 - Verão,É hoje: campanha especial verão,659336,140391,28866,1380
28/04/2025,4947461,Comunicação Interna,CAMPANHA 2025 - Verão,Corre! Estoques limitados para verão,379153,110155,16947,386
01/01/2025,4147370,Suporte ao Cliente,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,662926,195641,35090,1267
02/05/2025,4635956,Equipe Marketing,CAMPANHA 2025 - Natal,Oferta exclusiva de natal só para você,112273,29436,4524,280
02/01/2025,4925538,Marketing Digital,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,390259,96642,8235,456
24/04/2025,4159980,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,464447,149497,21308,808
14/03/2025,4103930,Newsletter Especial,CAMPANHA 2025 - Natal,Últimos dias da promoção natal,218902,60428,5169,288
08/04/2025,4860208,Comunicação Interna,CAMPANHA 2025 - Liquidação,Você foi selecionado(a) para descontos de liquidação,383621,62207,3640,515
31/03/2025,4471647,Equipe Vendas,CAMPANHA 2025 - Inverno,Só até amanhã: inverno com frete grátis,150775,43488,5511,87
30/05/2025,4191673,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Descubra nossa nova coleção de lançamento de coleção,58605,16639,2577,78
05/02/2025,4545640,Comunicação Interna,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,87298,19635,1302,195
07/03/2025,4425945,Time Promoções,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,169611,45323,2886,380
02/02/2025,4256027,Newsletter Especial,CAMPANHA 2025 - Dia das Mães,Oferta exclusiva de dia das mães só para você,677252,165482,19691,1428
15/01/2025,4300172,Suporte ao Cliente,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,695499,250091,26717,402
23/04/2025,4890476,Time Promoções,CAMPANHA 2025 - Verão,É hoje: campanha especial verão,619089,162303,9428,534
28/03/2025,4137013,Equipe Marketing,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,527688,119897,17009,544
11/05/2025,4710447,Equipe Marketing,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,760747,269591,13802,1173
09/04/2025,4904992,Equipe Marketing,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,642278,134287,11381,1380
07/06/2025,4775970,Equipe Marketing,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,701392,153147,12065,369
01/06/2025,4498570,Time Promoções,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,430218,85963,16416,261
29/03/2025,4571200,Equipe Produtos,CAMPANHA 2025 - Liquidação,Últimos dias da promoção liquidação,133020,40112,3474,143
31/03/2025,4669060,Newsletter Especial,CAMPANHA 2025 - Aniversário da Loja,Oferta exclusiva de aniversário da loja só para você,459893,163724,17850,303
22/01/2025,4151864,Newsletter Especial,CAMPANHA 2025 - Dia dos Pais,Você foi selecionado(a) para descontos de dia dos pais,444776,150913,26941,784
15/04/2025,4472452,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,181549,77892,5332,454
16/05/2025,4490287,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,754945,192871,35888,1510
06/01/2025,4560377,Time Promoções,CAMPANHA 2025 - Black Friday,Só até amanhã: black friday com frete grátis,87079,17837,3265,104
23/01/2025,4024243,Newsletter Especial,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,363765,116183,8728,471
24/01/2025,4565356,Relacionamento,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,328495,86326,9064,235
01/03/2025,4715691,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Surpresa! Presentes de volta às aulas esperando por você,400738,62895,6572,850
27/05/2025,4495806,Equipe Produtos,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,378716,70089,9554,316
09/05/2025,4716701,Time Promoções,CAMPANHA 2025 - Ano Novo,Últimos dias da promoção ano novo,88111,20509,4143,80
08/03/2025,4142463,Newsletter Especial,CAMPANHA 2025 - Liquidação,Corre! Estoques limitados para liquidação,55682,13581,2879,108
07/02/2025,4606297,Equipe Marketing,CAMPANHA 2025 - Férias,Só até amanhã: férias com frete grátis,524937,127190,13833,809
05/03/2025,4233542,Time Promoções,CAMPANHA 2025 - Liquidação,Oferta exclusiva de liquidação só para você,595851,185702,16506,1440
28/01/2025,4645968,Time Promoções,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,667434,198301,25462,1282
23/03/2025,4036843,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,452355,79381,16835,293
15/01/2025,4216045,Comunicação Interna,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,700113,220253,29870,548
03/06/2025,4181845,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,606602,102330,21234,394
23/05/2025,4651013,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,34011,4107,226,55
14/01/2025,4603061,Suporte ao Cliente,CAMPANHA 2025 - Dia dos Pais,Só até amanhã: dia dos pais com frete grátis,6363,1744,359,3
20/05/2025,4507921,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,43466,11607,1078,38
16/02/2025,4601091,Equipe CRM,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,102923,41769,5135,61
14/02/2025,4567158,Equipe Vendas,CAMPANHA 2025 - Verão,Surpresa! Presentes de verão esperando por você,760359,258220,29143,312
19/03/2025,4317688,Comunicação Interna,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,102598,27572,2602,205
13/02/2025,4894115,Time Promoções,CAMPANHA 2025 - Liquidação,Você foi selecionado(a) para descontos de liquidação,224247,30561,3210,348
27/02/2025,4495191,Equipe Produtos,CAMPANHA 2025 - Dia dos Pais,Você foi selecionado(a) para descontos de dia dos pais,6851,1453,137,13
15/03/2025,4709907,Equipe Marketing,CAMPANHA 2025 - Aniversário da Loja,Corre! Estoques limitados para aniversário da loja,385409,138213,20437,526
29/04/2025,4283610,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Descubra nossa nova coleção de dia das mães,555269,118447,11088,921
05/04/2025,4593296,Comunicação Interna,CAMPANHA 2025 - Inverno,Oferta exclusiva de inverno só para você,329650,51674,7719,752
21/04/2025,4578911,Suporte ao Cliente,CAMPANHA 2025 - Aniversário da Loja,Oferta exclusiva de aniversário da loja só para você,121967,42290,2174,177
02/06/2025,4903339,Newsletter Especial,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,575272,195838,19719,848
02/02/2025,4771920,Suporte ao Cliente,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,378790,91426,15422,513
24/05/2025,4501256,Equipe Produtos,CAMPANHA 2025 - Natal,Só até amanhã: natal com frete grátis,564568,127871,25598,976
27/03/2025,4213263,Equipe Marketing,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,524742,173234,13729,1094
25/04/2025,4312244,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Últimos dias da promoção volta às aulas,751712,137664,19750,1364
09/05/2025,4725449,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Só até amanhã: dia dos pais com frete grátis,199906,61855,10169,409
31/03/2025,4993569,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,543213,82306,11781,1347
20/04/2025,4891228,Equipe Marketing,CAMPANHA 2025 - Inverno,Corre! Estoques limitados para inverno,264029,38879,4982,538
22/03/2025,4348865,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,396285,122033,9123,778
15/02/2025,4178147,Equipe Vendas,CAMPANHA 2025 - Férias,Surpresa! Presentes de férias esperando por você,62039,19193,1970,88
02/04/2025,4046375,Equipe Vendas,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,655169,208353,37796,1408
04/06/2025,4470250,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,645062,189557,11687,1609
27/01/2025,4124045,Relacionamento,CAMPANHA 2025 - Natal,Não perca: novidades de natal,499841,188075,34970,880
28/02/2025,4953843,Marketing Digital,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,504919,80051,10083,646
15/01/2025,4740547,Time Promoções,CAMPANHA 2025 - Black Friday,Preços imperdíveis nesta black friday,634830,139311,27439,301
26/03/2025,4286185,Relacionamento,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,599910,211392,38130,875
06/03/2025,4297342,Relacionamento,CAMPANHA 2025 - Inverno,Corre! Estoques limitados para inverno,743593,215714,11626,974
16/05/2025,4716183,Comunicação Interna,CAMPANHA 2025 - Verão,Corre! Estoques limitados para verão,412502,86513,8147,410
06/01/2025,4798544,Marketing Digital,CAMPANHA 2025 - Dia das Mães,Só até amanhã: dia das mães com frete grátis,408201,55307,9909,503
05/03/2025,4199048,Marketing Digital,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,131989,27270,5121,114
26/04/2025,4493544,Marketing Digital,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,516091,135707,7883,934
12/04/2025,4722676,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Preços imperdíveis nesta volta às aulas,526948,168970,32234,634
23/05/2025,4293449,Equipe Vendas,CAMPANHA 2025 - Férias,Últimos dias da promoção férias,457102,90809,8706,744
13/05/2025,4210459,Equipe CRM,CAMPANHA 2025 - Volta às Aulas,Preços imperdíveis nesta volta às aulas,193027,36619,2056,126
02/06/2025,4021786,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Descubra nossa nova coleção de lançamento de coleção,482840,104662,17993,1106
04/06/2025,4225755,Equipe Marketing,CAMPANHA 2025 - Natal,Surpresa! Presentes de natal esperando por você,191429,45280,9561,461
26/05/2025,4776308,Relacionamento,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,468096,141175,21620,375
03/03/2025,4107287,Equipe Vendas,CAMPANHA 2025 - Férias,Últimos dias da promoção férias,725029,244380,18019,981
22/04/2025,4924064,Time Promoções,CAMPANHA 2025 - Natal,Preços imperdíveis nesta natal,184501,43065,4718,226
04/01/2025,4024727,Newsletter Especial,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,274846,99206,19946,437
17/04/2025,4873479,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Corre! Estoques limitados para dia das mães,519488,100417,15714,821
02/03/2025,4648279,Equipe Marketing,CAMPANHA 2025 - Black Friday,Descubra nossa nova coleção de black friday,695669,163939,29196,1148
04/06/2025,4234483,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Não perca: novidades de dia das mães,687998,180708,13624,1131
30/04/2025,4359436,Equipe Produtos,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,764316,268768,57186,1144
04/02/2025,4303440,Time Promoções,CAMPANHA 2025 - Inverno,Corre! Estoques limitados para inverno,663480,258050,37297,1457
25/04/2025,4018717,Time Promoções,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,541082,100102,21693,383
25/05/2025,4587130,Equipe Marketing,CAMPANHA 2025 - Férias,Você foi selecionado(a) para descontos de férias,697436,153409,13018,1618
27/01/2025,4814200,Equipe CRM,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,683821,130374,9147,959
27/05/2025,4071846,Equipe Produtos,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,331623,74198,6423,501
01/06/2025,4547323,Marketing Digital,CAMPANHA 2025 - Verão,Descubra nossa nova coleção de verão,542228,188407,18501,867
08/04/2025,4364822,Newsletter Especial,CAMPANHA 2025 - Férias,Só até amanhã: férias com frete grátis,168960,40586,6818,418
29/04/2025,4833698,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,440604,131596,18805,736
14/05/2025,4410954,Relacionamento,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,625575,141352,23667,1259
16/02/2025,4898623,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,78017,21100,3591,64
20/03/2025,4750950,Suporte ao Cliente,CAMPANHA 2025 - Natal,Oferta exclusiva de natal só para você,31816,7769,1627,62
18/03/2025,4446513,Equipe Vendas,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,249515,79011,13816,434
13/03/2025,4116210,Equipe CRM,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,98687,28562,5397,201
10/06/2025,4792694,Equipe Vendas,CAMPANHA 2025 - Natal,Não perca: novidades de natal,637000,125878,12154,1246
23/03/2025,4236218,Time Promoções,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,366863,44024,4204,282
23/02/2025,4049604,Equipe Vendas,CAMPANHA 2025 - Aniversário da Loja,Você foi selecionado(a) para descontos de aniversário da loja,661476,180754,15175,889
06/01/2025,4102153,Relacionamento,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,228670,60407,11970,97
16/03/2025,4996375,Equipe Vendas,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,521833,130879,13766,1061
20/04/2025,4444778,Newsletter Especial,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,380535,49471,4351,915
19/05/2025,4389506,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,617820,98020,5897,715
18/01/2025,4824228,Time Promoções,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,679232,258566,15399,645
14/01/2025,4299427,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Últimos dias da promoção volta às aulas,448445,88620,8253,958
05/03/2025,4594163,Comunicação Interna,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,343901,103348,18684,475
26/01/2025,4747078,Time Promoções,CAMPANHA 2025 - Dia das Mães,Oferta exclusiva de dia das mães só para você,244240,35542,4845,386
11/06/2025,4023801,Comunicação Interna,CAMPANHA 2025 - Dia das Mães,Oferta exclusiva de dia das mães só para você,229815,55709,10862,381
18/02/2025,4724139,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,258935,95181,8863,180
12/06/2025,4957994,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,Só até amanhã: aniversário da loja com frete grátis,331134,76616,4048,321
10/06/2025,4132263,Equipe Produtos,CAMPANHA 2025 - Natal,Oferta exclusiva de natal só para você,557552,155673,21693,662
09/03/2025,4916814,Relacionamento,CAMPANHA 2025 - Férias,Últimos dias da promoção férias,239813,33038,5087,532
06/03/2025,4449715,Time Promoções,CAMPANHA 2025 - Férias,Não perca: novidades de férias,251690,72035,5071,178
27/05/2025,4878365,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Surpresa! Presentes de volta às aulas esperando por você,399067,100940,5397,838
11/04/2025,4328583,Newsletter Especial,CAMPANHA 2025 - Férias,É hoje: campanha especial férias,493558,140775,19761,803
01/06/2025,4526879,Marketing Digital,CAMPANHA 2025 - Inverno,Preços imperdíveis nesta inverno,412052,84399,4229,990
31/05/2025,4694100,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Preços imperdíveis nesta ano novo,560072,111672,18225,805
13/04/2025,4672237,Newsletter Especial,CAMPANHA 2025 - Verão,Corre! Estoques limitados para verão,552783,135947,22731,1142
25/04/2025,4799512,Time Promoções,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,608291,168852,20391,1126
01/05/2025,4361411,Equipe Produtos,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,770415,245064,37107,1444
10/03/2025,4092780,Equipe Produtos,CAMPANHA 2025 - Férias,É hoje: campanha especial férias,608544,73025,7691,1012
14/05/2025,4938025,Suporte ao Cliente,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,789995,213454,45640,1899
09/06/2025,4628209,Equipe Vendas,CAMPANHA 2025 - Verão,Oferta exclusiva de verão só para você,16787,5122,822,34
13/02/2025,4686012,Marketing Digital,CAMPANHA 2025 - Inverno,Corre! Estoques limitados para inverno,794230,180716,30030,1204
21/04/2025,4678566,Equipe CRM,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,238853,64064,11063,159
18/02/2025,4175268,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,81318,23606,4018,114
14/04/2025,4565757,Comunicação Interna,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,277610,35334,3780,400
13/05/2025,4541373,Equipe CRM,CAMPANHA 2025 - Inverno,Não perca: novidades de inverno,549907,113966,15842,1028
27/01/2025,4219975,Equipe Produtos,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,213583,62579,8640,429
07/03/2025,4942746,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,27399,8908,1674,24
26/05/2025,4108240,Relacionamento,CAMPANHA 2025 - Inverno,Últimos dias da promoção inverno,735575,172434,23826,1026
30/04/2025,4753974,Time Promoções,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,76511,10001,1184,119
24/05/2025,4744998,Time Promoções,CAMPANHA 2025 - Aniversário da Loja,Últimos dias da promoção aniversário da loja,467718,135508,22235,518
13/03/2025,4618538,Suporte ao Cliente,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,779841,113671,6423,769
14/05/2025,4773214,Suporte ao Cliente,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,352971,56656,10002,794
13/01/2025,4661710,Marketing Digital,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,130910,35762,6868,56
23/02/2025,4060089,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Preços imperdíveis nesta dia dos pais,406502,127977,19751,942
24/02/2025,4077503,Equipe Vendas,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,359718,55367,11061,623
17/01/2025,4816344,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Surpresa! Presentes de volta às aulas esperando por você,254315,73061,15593,560
19/03/2025,4145548,Marketing Digital,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,654172,117556,10403,1498
03/04/2025,4496845,Comunicação Interna,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,419296,126430,26686,264
03/05/2025,4330787,Newsletter Especial,CAMPANHA 2025 - Férias,Preços imperdíveis nesta férias,328064,109929,11014,139
08/06/2025,4166492,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Só até amanhã: volta às aulas com frete grátis,427176,124431,12736,254
10/01/2025,4044890,Time Promoções,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,595712,90349,4964,475
21/02/2025,4894502,Relacionamento,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,568229,192464,10357,814
13/04/2025,4862783,Time Promoções,CAMPANHA 2025 - Lançamento de Coleção,Só até amanhã: lançamento de coleção com frete grátis,668791,132104,15888,1587
05/06/2025,4669908,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Preços imperdíveis nesta dia dos pais,430877,131955,9936,224
05/02/2025,4824359,Equipe Produtos,CAMPANHA 2025 - Ano Novo,Não perca: novidades de ano novo,663192,197471,42473,1469
08/01/2025,4932849,Equipe CRM,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,657523,198712,36370,753
01/05/2025,4392871,Equipe Vendas,CAMPANHA 2025 - Férias,Não perca: novidades de férias,136411,32521,6945,238
14/01/2025,4459319,Equipe Vendas,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,487057,108263,22099,488
16/04/2025,4425504,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Surpresa! Presentes de ano novo esperando por você,73600,16394,1263,104
01/06/2025,4679959,Equipe CRM,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,428765,116538,21893,441
20/05/2025,4880305,Equipe Vendas,CAMPANHA 2025 - Dia dos Pais,Surpresa! Presentes de dia dos pais esperando por você,521439,165121,16314,1163
05/05/2025,4116858,Newsletter Especial,CAMPANHA 2025 - Inverno,Você foi selecionado(a) para descontos de inverno,786095,168636,36395,1119
16/04/2025,4129314,Equipe Produtos,CAMPANHA 2025 - Dia das Mães,Não perca: novidades de dia das mães,614776,73773,14390,831
24/01/2025,4038258,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,89511,25718,4843,173
17/01/2025,4985681,Newsletter Especial,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,798938,267259,26027,1065
21/02/2025,4443494,Equipe Produtos,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,619371,198298,42300,401
25/01/2025,4107923,Comunicação Interna,CAMPANHA 2025 - Natal,Corre! Estoques limitados para natal,605793,201146,41461,1160
22/02/2025,4307854,Newsletter Especial,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,390723,95521,20494,560
26/04/2025,4473526,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,72830,11604,2236,133
29/01/2025,4352419,Newsletter Especial,CAMPANHA 2025 - Natal,Descubra nossa nova coleção de natal,515623,189717,25505,659
09/06/2025,4256599,Equipe CRM,CAMPANHA 2025 - Inverno,Oferta exclusiva de inverno só para você,148070,36670,4999,368
13/04/2025,4842238,Marketing Digital,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,705094,176365,15274,1347
11/04/2025,4722460,Time Promoções,CAMPANHA 2025 - Verão,Não perca: novidades de verão,84883,17436,1289,120
18/01/2025,4784573,Marketing Digital,CAMPANHA 2025 - Natal,Descubra nossa nova coleção de natal,386445,97209,14522,573
06/06/2025,4945791,Comunicação Interna,CAMPANHA 2025 - Dia das Mães,Você foi selecionado(a) para descontos de dia das mães,414242,123180,13641,869
25/03/2025,4982421,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,47106,9966,2130,74
17/03/2025,4455394,Newsletter Especial,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,515118,68500,13814,956
20/03/2025,4731317,Equipe Vendas,CAMPANHA 2025 - Natal,É hoje: campanha especial natal,14497,3339,182,30
15/04/2025,4867860,Equipe Vendas,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,28875,11225,1109,29
07/01/2025,4798324,Suporte ao Cliente,CAMPANHA 2025 - Dia das Mães,Últimos dias da promoção dia das mães,427116,104242,12646,251
28/02/2025,4925425,Equipe Marketing,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,543718,65246,14067,620
21/04/2025,4221543,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Só até amanhã: dia dos pais com frete grátis,424109,78836,7224,900
19/02/2025,4334443,Newsletter Especial,CAMPANHA 2025 - Natal,Preços imperdíveis nesta natal,383542,81953,11257,762
12/03/2025,4169116,Relacionamento,CAMPANHA 2025 - Natal,É hoje: campanha especial natal,652310,195435,11611,655
19/05/2025,4910023,Comunicação Interna,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,530335,82929,18144,800
30/01/2025,4315300,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Corre! Estoques limitados para volta às aulas,162868,56632,11837,171
29/03/2025,4728789,Comunicação Interna,CAMPANHA 2025 - Férias,Oferta exclusiva de férias só para você,480467,115513,19281,502
14/01/2025,4783076,Marketing Digital,CAMPANHA 2025 - Dia das Mães,Você foi selecionado(a) para descontos de dia das mães,576850,158884,32872,1170
13/01/2025,4974811,Equipe CRM,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,83006,16919,3512,64
27/01/2025,4825689,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,492545,94062,6408,897
06/05/2025,4539326,Marketing Digital,CAMPANHA 2025 - Dia das Mães,Preços imperdíveis nesta dia das mães,285594,105082,22791,203
18/03/2025,4662470,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,489317,93988,12850,876
11/06/2025,4284015,Equipe Produtos,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,649827,125961,13921,1100
04/06/2025,4713064,Equipe CRM,CAMPANHA 2025 - Aniversário da Loja,Descubra nossa nova coleção de aniversário da loja,508904,84772,13243,1211
12/04/2025,4408089,Equipe CRM,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,13144,5580,982,29
04/05/2025,4916344,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,335948,90918,7072,289
05/02/2025,4684441,Suporte ao Cliente,CAMPANHA 2025 - Dia dos Pais,É hoje: campanha especial dia dos pais,650114,190299,33670,360
07/01/2025,4683537,Equipe Produtos,CAMPANHA 2025 - Férias,Preços imperdíveis nesta férias,432164,105891,15520,427
20/03/2025,4096252,Marketing Digital,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,599137,194988,35564,872
30/03/2025,4586790,Marketing Digital,CAMPANHA 2025 - Black Friday,Preços imperdíveis nesta black friday,153819,22591,4694,256
13/05/2025,4237731,Equipe Marketing,CAMPANHA 2025 - Aniversário da Loja,Corre! Estoques limitados para aniversário da loja,660593,212503,39012,951
11/03/2025,4744598,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,142008,37982,6419,320
07/04/2025,4573580,Comunicação Interna,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,573745,190244,36679,1128
24/05/2025,4999666,Marketing Digital,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,207364,46930,3296,268
02/06/2025,4606965,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,394084,57990,12226,660
